name,country,city,address,phone,website,rating,reviews_count,latitude,longitude,business_type,hours,type
American Lifestyle,Belgium,Antwerp,"Westpoort 66, 2070 Beveren-Kruibeke-Zwijndrecht, Belgium",+32 3 569 24 44,http://www.americanlifestyle.be/,4.7,503,51.2062312,4.3280427,Harley-Davidson dealer,Closed ⋅ Opens 9 AM,Motorcycle Repair Shop
enchantedmoto,Belgium,Antwerp,"Vuurmolenstraat 13, 2610 Antwerpen, Belgium",+32 474 68 22 77,N/A,N/A,0,51.1693205,4.3909309,Motorcycle parts store,N/A,Motorcycle Repair Shop
Antwerp Scooter Shop,Belgium,Antwerp,"Noorderlaan 31A, 2030 Antwerpen, Belgium",+32 3 231 54 50,https://antwerpscootershop.be/,4.4,116,51.243614,4.4194267,Motor scooter dealer,Closed ⋅ Opens 10 AM,Motorcycle Repair Shop
Racing Center BV,Belgium,Antwerp,"Middelmolenlaan 12, 2100 Antwerpen, Belgium",+32 3 324 39 80,https://www.racingcenter.be/,4.3,218,51.2368181,4.4761871,Motorcycle dealer,Closed ⋅ Opens 9:30 AM,Motorcycle Repair Shop
Mehmo,Belgium,Antwerp,"Sint-Janstraat 8, 2140 Antwerpen, Belgium",+32 3 663 88 66,http://www.mehmo.be/,2.8,75,51.2146875,4.4431084,Motorcycle dealer,Closed ⋅ Opens 10 AM,Motorcycle Repair Shop
Motovan,Belgium,Antwerp,"Boterlaarbaan 132, 2100 Antwerpen, Belgium",+32 497 14 26 28,http://www.motovan.be/?page_id=449,4.9,93,51.2092315,4.4660845,Motorcycle dealer,N/A,Motorcycle Repair Shop
AB Mechanix,Belgium,Antwerp,"Kapellestraat 224, 2630 Aartselaar, Belgium",+32 478 22 78 20,https://abmechanix.be/,5.0,33,51.12592,4.3889489,Motorcycle repair shop,N/A,Motorcycle Repair Shop
Pro-Mil,Belgium,Antwerp,"Fabriekstraat 57A, 9120 Beveren-Kruibeke-Zwijndrecht, Belgium",+32 477 66 88 08,http://www.pro-mil.be/index_uk.html,5.0,21,51.2550597,4.275392,Auto repair shop,Closed ⋅ Opens 9 AM,Motorcycle Repair Shop
Scooter Center Merksem - Kymco en GTS scooters,Belgium,Antwerp,"Lambrechtshoekenlaan 69, 2170 Antwerpen, Belgium",+32 3 644 12 43,https://kielsscootercenter.be/,4.0,199,51.246323,4.430302999999999,Motor scooter dealer,Closed ⋅ Opens 9 AM,Motorcycle Repair Shop
Philip's Motorservice,Belgium,Antwerp,"De Vréstraat 12, 2100 Antwerpen, Belgium",+32 3 647 06 90,http://www.philipsmotorservice.be/,4.5,13,51.2189161,4.4797571,Motorcycle dealer,Closed ⋅ Opens 9:30 AM,Motorcycle Repair Shop
Fietsenwinkel De Geus Antwerpen,Belgium,Antwerp,"Marnixplaats 4, 2000 Antwerpen, Belgium",+32 3 238 17 12,https://www.fietsendegeus.be/,4.5,326,51.2107348,4.3976373,Bicycle Shop,Closed ⋅ Opens 10 AM,Motorcycle Repair Shop
Bicycle and Motor Center Roosbroeck BVBA,Belgium,Antwerp,"Oudebareellei 44, 2170 Antwerpen, Belgium",+32 3 645 67 01,https://vanroosbroeck.com/,3.6,480,51.247912,4.4556488,Motorcycle dealer,Closed ⋅ Opens 9 AM,Motorcycle Repair Shop
Daro Banden,Belgium,Antwerp,"Noordkriekenlaan 14, 2960 Brecht, Belgium",+32 478 63 39 90,http://www.darobanden.be/,4.8,73,51.3017366,4.555732,Tire shop,N/A,Motorcycle Repair Shop
Synapse Solutions Garage,Belgium,Antwerp,"Corneel Vermijlenlaan 50, 2100 Antwerpen, Belgium",N/A,http://synapse-solutions.be/,N/A,0,51.2264318,4.4745877,Motorcycle repair shop,N/A,Motorcycle Repair Shop
Velosigi,Belgium,Antwerp,"Plantin en Moretuslei 311, 2140 Antwerpen, Belgium",+32 493 96 39 76,N/A,4.9,187,51.2092461,4.4341351,Bicycle Shop,Closed ⋅ Opens 10 AM,Motorcycle Repair Shop
Vespa Center Antwerp,Belgium,Antwerp,"Provinciesteenweg 526, 2530 Boechout, Belgium",+32 3 460 18 22,https://scooterstoreantwerpen.be/,4.6,173,51.1590296,4.511638,Motor scooter dealer,Closed ⋅ Opens 9 AM,Motorcycle Repair Shop
QTeam Antwerpen (Truck),Belgium,Antwerp,"Noorderlaan 149, 2030 Antwerpen, Belgium",+32 3 541 48 89,https://www.qteam.be/nl/,4.4,219,51.264242,4.3982849,Tire shop,Closed ⋅ Opens 8 AM,Motorcycle Repair Shop
All Bikes Repair,Belgium,Antwerp,"Pater Renaat de Vosstraat 57, 2640 Mortsel, Belgium",+32 494 57 51 19,http://www.allbikesrepair.be/,4.4,17,51.1711607,4.4768079,Bicycle repair shop,N/A,Motorcycle Repair Shop
Bella Bikes - Fietsenwinkel en service,Belgium,Antwerp,"Paleisstraat 12, 2018 Antwerpen, Belgium",+32 470 83 12 44,http://www.bellabikes.be/,4.8,108,51.2078603,4.4024077,Bicycle store,Closed ⋅ Opens 11 am,Motorcycle Repair Shop
Unique Motor Oil,Belgium,Antwerp,"Noorderlaan, 2030 Antwerpen, Belgium",+32 3 302 00 40,http://www.uniquemotoroil.com/contact,N/A,0,51.2697898,4.3766206,Auto repair shop,N/A,Motorcycle Repair Shop
Lemmens Scooters,Belgium,Antwerp,"Deuzeldlaan 189, 2900 Schoten, Belgium",+32 3 647 18 87,http://www.lemmens-scooters.be/,4.8,4,51.2457092,4.459899699999999,Moped dealer,Closed ⋅ Opens 8 am Mon,Motorcycle Repair Shop
"vintage motors, scooters en vespa herstellingen",Belgium,Antwerp,"Duffelsesteenweg 153, 2547 Lint, Belgium",+32 469 11 30 34,http://www.vintagemotorsbysven.be/,5.0,7,51.1227443,4.4930002,Motorcycle repair shop,Closed ⋅ Opens 9 am,Motorcycle Repair Shop
Verbeke Motors,Belgium,Antwerp,"Moederhoefstraat 242, 2547 Lint, Belgium",+32 492 76 63 43,https://verbekemotors.simplybook.it/,5.0,1,51.1259388,4.484710199999999,Motorcycle repair shop,Closed ⋅ Opens 4 pm,Motorcycle Repair Shop
Cycle Jeep,Belgium,Antwerp,"Gitschotellei 243, 2140 Antwerpen, Belgium",+32 479 84 01 92,http://www.cyclejeep.be/,4.5,102,51.2001174,4.4480351,Bicycle store,Closed ⋅ Opens 10 am,Motorcycle Repair Shop
Tomorrow's bike,Belgium,Antwerp,"Ringlaan 1, 2170 Antwerpen, Belgium",+32 3 663 29 95,https://www.tomorrowsbike.be/,4.2,104,51.2544266,4.458713299999999,Bicycle store,Closed ⋅ Opens 10 am,Motorcycle Repair Shop
Steve's Bikestore,Belgium,Antwerp,"Pastorijveld 25, 2180 Antwerpen, Belgium",+32 468 33 04 25,http://www.stevesbikestore.be/,4.6,19,51.2744617,4.4151323,Bicycle store,Closed ⋅ Opens 10 am,Motorcycle Repair Shop
Velodome Antwerpen (Zuid),Belgium,Antwerp,"Montignystraat 81, 2018 Antwerpen, Belgium",+32 3 377 74 00,https://velodome.cc/winkels/antwerpen/,5.0,14,51.2023843,4.3919264,Bicycle store,Closed ⋅ Opens 10 am,Motorcycle Repair Shop
WR Spuitwerken,Belgium,Antwerp,"Toekomstlaan 3, 2170 Antwerpen, Belgium",+32 477 13 68 79,http://www.wr-spuitwerken.be/,4.6,11,51.2410399,4.4546529,Auto painting,Closed ⋅ Opens 8 am Mon,Motorcycle Repair Shop
Lemineur customs,Belgium,Antwerp,"Moederhoefstraat 242, 2547 Lint, Belgium",+32 468 29 71 96,N/A,N/A,0,51.126339,4.4847736,Motorcycle repair shop,Closed ⋅ Opens 11:30 am,Motorcycle Repair Shop
Greenmiles,Belgium,Antwerp,"Herentalsebaan 297, 2150 Antwerpen, Belgium",N/A,http://www.green-miles.com/,5.0,12,51.1959028,4.4985762,Bicycle store,Closed ⋅ Opens 10 am,Motorcycle Repair Shop
Ellio Antwerpen @BLWRK,Belgium,Antwerp,"Vestinglaan 55, 2650 Edegem, Belgium",+32 3 808 18 91,https://www.rideellio.com/,5.0,2,51.1686615,4.4323605,Bicycle store,Closed ⋅ Opens 9 am Mon,Motorcycle Repair Shop
Fiets! Wijnegem,Belgium,Antwerp,"Turnhoutsebaan 325, 2110 Wijnegem, Belgium",+32 3 353 68 30,https://www.bikerepublic.be/content/fietsenwinkel-wijnegem?utm_source=google&utm_medium=organic&utm_content=wijnegem&utm_campaign=local,4.8,88,51.2271416,4.5206353,Bicycle store,Closed ⋅ Opens 10 am,Motorcycle Repair Shop
De Fietsbroers,Belgium,Antwerp,"Wijnegemstraat 71, 2140 Antwerpen, Belgium",+32 3 295 38 14,http://www.defietsbroers.be/,4.9,128,51.2195103,4.4436553,Bicycle store,Closed ⋅ Opens 12 pm,Motorcycle Repair Shop
Peeters van Tongel bvba,Belgium,Antwerp,"Keesinglaan 34, 2100 Antwerpen, Belgium",+32 3 326 44 48,https://peetersvantongel.be/,4.5,36,51.2366233,4.4635944,Auto air conditioning service,Closed ⋅ Opens 8 am Mon,Motorcycle Repair Shop
Wildiers (e)-bikecenter Zwijndrecht,Belgium,Antwerp,"Verbrandendijk 106, 2070 Beveren-Kruibeke-Zwijndrecht, Belgium",+32 3 336 66 71,https://www.fietsenwildiers.be/,4.4,122,51.2198017,4.338964799999999,Bicycle store,Closed ⋅ Opens 9 am,Motorcycle Repair Shop
Putse Scooters BV (verkoop en garage),Belgium,Antwerp,"Vrijwilligerslei 7/9, 2930 Brasschaat, Belgium",+32 3 289 95 29,http://www.putsescooters.be/,4.8,151,51.2920068,4.4450185,Motor scooter dealer,Closed ⋅ Opens 9 am,Motorcycle Repair Shop
bike-tech,Austria,Vienna,"Nordbahnstraße 6, 1200 Wien, Austria",+43 664 4136604,http://www.bike-tech.at/,4.8,57,48.2288995,16.387879599999998,Motorcycle repair shop,Closed ⋅ Opens 9 AM,Motorcycle Repair Shop
X-MAS Motorcycle Electrics,Austria,Vienna,"Kleine Pfarrgasse 8, 1020 Wien, Austria",+43 1 2149085,http://www.xmas1.at/,4.5,231,48.2196299,16.3775895,Motorcycle repair shop,Closed ⋅ Opens 10 AM Mon,Motorcycle Repair Shop
Bike Hub,Austria,Vienna,"Flachgasse 1, 1140 Wien, Austria",+43 681 10163360,N/A,5.0,17,48.193186,16.312952499999998,Motorcycle repair shop,Closed ⋅ Opens 9 AM,Motorcycle Repair Shop
Motorcycle Workshop HORNBACHNER,Austria,Vienna,"Hans-Fronius-Straße 15, 2380 Perchtoldsdorf, Austria",+43 1 6993864,http://www.motorcycleworkshop.at/,4.7,64,48.1243603,16.2895286,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
R&R Cycles Vienna,Austria,Vienna,"Mautner-Markhof-Gasse 78, 1110 Wien, Austria",+43 1 7435369,http://www.rr-cycles-vienna.at/,4.6,66,48.1735395,16.4201895,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
Moto Psycho Tichy KG,Austria,Vienna,"Hubergasse 14, 1160 Wien, Austria",+43 1 4053306,https://www.motopsychotichy.at/,4.2,172,48.2140114,16.333481199999998,Motorcycle repair shop,Closed ⋅ Opens 8 AM Mon,Motorcycle Repair Shop
power shop,Austria,Vienna,"Klederinger Str. 37, 2320 Schwechat, Austria",+43 676 7955861,http://www.powershopwien.at/,4.9,47,48.1307918,16.443225599999998,Motorcycle repair shop,Closed ⋅ Opens 1 PM Wed,Motorcycle Repair Shop
Benisch Thomas Tom's Bike Service,Austria,Vienna,"Staudiglgasse 1, 1100 Wien, Austria",+43 1 6070082,https://www.tomsbikeservice.at/,4.3,158,48.1711741,16.3809325,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
Prasch KFZ Meisterbetrieb / Automotive Workshop,Austria,Vienna,"Embelgasse 66, 1050 Wien, Austria",+43 1 9094004,http://www.prasch.at/,4.7,309,48.1875734,16.3489102,Motorcycle repair shop,Closed ⋅ Opens 8 AM Mon,Motorcycle Repair Shop
Köhres Volker - Motorradtechnik,Austria,Vienna,"Arnsteingasse 14, 1150 Wien, Austria",+43 676 3554621,http://www.koehres.at/,4.9,26,48.18907,16.331594,Motorcycle repair shop,N/A,Motorcycle Repair Shop
Peki´s Motorcycle,Austria,Vienna,"Rosa-Jochmann-Ring 14/3/9 Ailecgasse 3 2320 Schwechat, 1110 Wien, Austria",+43 664 99314651,http://www.pekis-motorcycle.webador.at/,5.0,12,48.1529671,16.4587571,Motorcycle repair shop,Closed ⋅ Opens 7 AM Sun,Motorcycle Repair Shop
Brand. Schneller. Service Brand-Racing,Austria,Vienna,"Triester Str. 241, 1230 Wien, Austria",+43 680 1217377,http://www.brand-racing.com/,4.8,158,48.1450461,16.3322263,Motorcycle repair shop,Closed ⋅ Opens 12 PM Mon,Motorcycle Repair Shop
2 wheel Schmidtmayr,Austria,Vienna,"Dapontegasse 6, 1030 Wien, Austria",+43 1 7120977,https://www.schmidtmayr.at/,4.7,110,48.1981907,16.3888559,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
ITAL- JAP Die Motorradwerkstätte,Austria,Vienna,"Hilschergasse 5, 1120 Wien, Austria",+43 1 5454395,https://www.ital-jap.com/,4.9,225,48.1795576,16.3324666,Motorcycle repair shop,Closed ⋅ Opens 8 AM Mon,Motorcycle Repair Shop
BikeCity,Austria,Vienna,"Mariahilfer Str. 206, 1150 Wien, Austria",+43 1 892815313,https://bikecity.at/,3.7,253,48.1905996,16.3234753,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
KFZ Hörmann,Austria,Vienna,"Stillfriedpl. 1/1, 1160 Wien, Austria",+43 676 9007014,N/A,5.0,1,48.2127118,16.3101938,Motorcycle repair shop,N/A,Motorcycle Repair Shop
Technische Taten Gottschlich & Partner OG,Austria,Vienna,"Tetmajergasse 7, 1210 Wien, Austria",+43 1 7344720,N/A,4.7,76,48.2598184,16.3911697,Motorcycle repair shop,Closed ⋅ Opens 10 AM Tue,Motorcycle Repair Shop
Wolf´s Garage,Austria,Vienna,"Othellogasse 14, 1230 Wien, Austria",+43 664 4401740,http://www.wolfs-garage.at/,5.0,1,48.1388626,16.3468803,Motorcycle repair shop,N/A,Motorcycle Repair Shop
IL MOTO MOTORCYCLE TRADE & REPAIR SHOP Ges.m.b.H,Austria,Vienna,"Prager Str. 147, 1210 Wien, Austria",+43 1 2725000,http://www.ilmoto.at/,4.4,316,48.2759009,16.3883247,Motorcycle dealer,Closed ⋅ Opens 9 AM,Motorcycle Repair Shop
Ducati Honda Wien Liesing,Austria,Vienna,"Liesinger-Flur-Gasse 16-18, 1230 Wien, Austria",+43 1 8661029310,https://www.motorrad-wien.at/,4.3,342,48.1301737,16.3024076,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
Suspension Lab,Austria,Vienna,"Königsklostergasse 2, 1060 Wien, Austria",+43 1 9291122,http://www.suspension-lab.com/,4.9,217,48.2003243,16.3609016,Bicycle repair shop,Closed ⋅ Opens 9:30 AM Tue,Motorcycle Repair Shop
Moped Dorfner,Austria,Vienna,"Triester Str. 241, 1230 Wien, Austria",+43 1 6673278,http://www.franz-dorfner.at/,4.6,37,48.1450407,16.332406499999998,Motorcycle repair shop,Closed ⋅ Opens 2 PM Mon,Motorcycle Repair Shop
EHS KFZ Technik KG,Austria,Vienna,"Schanzstraße 51, 1140 Wien, Austria",+43 1 9566764,https://www.ehs-kfztechnik.at/,4.8,129,48.2021317,16.3121762,Motorcycle repair shop,Closed ⋅ Opens 7 AM Mon,Motorcycle Repair Shop
Louis Wien-Nord - Motorradbekleidung und Motorradzubehör,Austria,Vienna,"Kagraner Pl. 20, 1220 Wien, Austria",+43 1 2045903,https://www.louis.at/de-at/filialen/louis-wien-nord,4.5,2834,48.248746,16.449548999999998,Motorcycle parts store,Closed ⋅ Opens 9 AM,Motorcycle Repair Shop
Louis Shop Vienna-South - motorcycle clothing and motorcycle accessories,Austria,Vienna,"Triester Str. 258, 1230 Wien, Austria",+43 1 6986633,https://www.louis.at/de-at/filialen/louis-wien-sued,4.6,1942,48.1352532,16.324252599999998,Motorcycle parts store,Closed ⋅ Opens 9 AM,Motorcycle Repair Shop
Rideside Scooters,Austria,Vienna,"Kinskygasse 36, 1230 Wien, Austria",+43 680 1343998,https://www.rideside.at/,4.6,223,48.1470514,16.3314464,Sporting goods store,N/A,Motorcycle Repair Shop
Bruno Siegl Ges.m.b.H.,Austria,Vienna,"Lautenschlägergasse 23, 1110 Wien, Austria",+43 1 7694612,http://www.bsiegl.at/,3.8,32,48.1734264,16.4235606,Auto repair shop,N/A,Motorcycle Repair Shop
MITICO Bikes Vienna,Austria,Vienna,"Margaretenstraße 107, 1050 Wien, Austria",+43 1 9072087,https://www.miticobikes.com/,4.8,49,48.188872,16.3546344,Motorcycle repair shop,Closed ⋅ Opens 11 AM Mon,Motorcycle Repair Shop
Bike Connexion,Austria,Vienna,"Altmannsdorfer Str. 323, 1230 Wien, Austria",+43 1 66222660,N/A,3.5,42,48.1399238,16.3243925,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
Philipp Weihs Fahrzeughandel GmbH,Austria,Vienna,"Haberlandtgasse 72, 1220 Wien, Austria",+43 699 18903792,N/A,4.8,42,48.2185095,16.4906963,Motorcycle repair shop,N/A,Motorcycle Repair Shop
BMW Motorcycle Center Vienna,Austria,Vienna,"Heiligenstädter Str. 64, 1190 Wien, Austria",+43 1 3686868,http://www.bmw-wien-motorradzentrum.at/,4.5,799,48.2425155,16.3617801,Motorcycle repair shop,Closed ⋅ Opens 9 AM,Motorcycle Repair Shop
Puch Fahrrad-Moped-Motorrad Werkstätte,Austria,Vienna,"Dapontegasse 1, 1030 Wien, Austria",N/A,N/A,5.0,2,48.1981886,16.3889547,Motorcycle repair shop,N/A,Motorcycle Repair Shop
AGO MOTO,Austria,Vienna,"Industriestraße 7, 2201 Gerasdorf bei Wien, Austria",+43 699 12727505,N/A,4.8,34,48.2824601,16.4817429,Motorcycle repair shop,Closed ⋅ Opens 8:30 AM Mon,Motorcycle Repair Shop
Franz Dorfner,Austria,Vienna,"Triester Str. 241, 1230 Wien, Austria",+43 1 6673278,http://www.franz-dorfner.at/,4.8,58,48.1451054,16.332219,Motorcycle repair shop,Closed ⋅ Opens 2 PM Mon,Motorcycle Repair Shop
POLO motorcycle Store Vienna,Austria,Vienna,"Triester Str. 275, 1230 Wien, Austria",+43 1 6620714,https://www.polo-motorrad.com/de-at/stores/polo-motorrad-store-wien/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=403,4.5,624,48.1419465,16.3299017,Motorcycle parts store,Closed ⋅ Opens 10 AM,Motorcycle Repair Shop
American Iron Vienna,Austria,Vienna,"Hans-Fronius-Straße 15, 2380 Perchtoldsdorf, Austria",+43 1 6992240,http://www.american-iron-vienna.at/,4.9,65,48.1241761,16.2895494,Motorcycle shop,Closed ⋅ Opens 8 AM Mon,Motorcycle Repair Shop
Kura Handels GmbH,Austria,Vienna,"Mariahilfer Str. 170, 1150 Wien, Austria",+43 1 8970154,http://www.kura.at/,4.5,2,48.1919222,16.3316798,Motorcycle repair shop,N/A,Motorcycle Repair Shop
Ossi Moto HandelsgmbH & Co KG,Austria,Vienna,"Rosinagasse 7, 1150 Wien, Austria",+43 1 8958384,https://www.ossimoto.at/,3.9,162,48.1939937,16.3333556,Motorcycle repair shop,Closed ⋅ Opens 7:30 AM Mon,Motorcycle Repair Shop
Roadbiker.at 1020,Austria,Vienna,"Praterstraße 29, 1020 Wien, Austria",+43 1 2645381,http://roadbiker.at/,4.0,721,48.2146573,16.383835599999998,Bicycle Shop,Closed ⋅ Opens 9 AM,Motorcycle Repair Shop
www.BIKE-CHECKER.at,Austria,Vienna,"Am Freihof 39, 1220 Wien, Austria",+43 664 3453232,https://www.bike-checker.at/,5.0,68,48.2473389,16.4499046,Motorcycle parts store,N/A,Motorcycle Repair Shop
Bc Costums,Austria,Vienna,"Klederinger Str. 56, 1100 Wien, Austria",+43 664 1040830,N/A,N/A,0,48.1314695,16.424493599999998,Motorcycle repair shop,N/A,Motorcycle Repair Shop
POLO Motorrad Store Wien Nord,Austria,Vienna,"Percostraße 1, 1220 Wien, Austria",+43 1 2561299,https://www.polo-motorrad.de/cms/store/details/polo-store-wien-nord/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=404,4.6,621,48.2622943,16.4642059,Motorcycle parts store,Closed ⋅ Opens 10 AM,Motorcycle Repair Shop
Rider.at | Mobility With Fun Factor,Austria,Vienna,"Lichtentaler G. 16-18, 1090 Wien, Austria",+43 660 1333166,http://www.rider.at/,5.0,3,48.2272784,16.3587,Motorcycle shop,N/A,Motorcycle Repair Shop
Forstinger Austria GmbH,Austria,Vienna,"Gewerbeparkstraße 5, 1220 Wien, Austria",+43 59 101 9090,http://www.forstinger.com/,3.9,410,48.2468038,16.4650446,Car repair and maintenance service,Closed ⋅ Opens 9 AM,Motorcycle Repair Shop
Fischer's Harley-Davidson Vienna,Austria,Vienna,"Triester Str. 260/262, 1230 Wien, Austria",+43 1 6985252,http://www.harley-davidson-wien.at/,4.7,862,48.1347222,16.3238889,Motorcycle repair shop,Closed ⋅ Opens 10 AM,Motorcycle Repair Shop
KFZ-Service Hermanngasse,Austria,Vienna,"Hermanngasse 34, 1070 Wien, Austria",+43 1 5239505,http://www.kfz-service.net/,4.6,108,48.2036161,16.3474176,Car repair and maintenance service,Closed ⋅ Opens 7:30 AM Mon,Motorcycle Repair Shop
Donke`s Bikeservice,Austria,Vienna,"Fabriksgasse 9, 2201 Gerasdorf bei Wien, Austria",N/A,http://www.donke.at/,4.7,24,48.3032154,16.487472399999998,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
Manfred Faul,Austria,Vienna,"Lorystraße 39, 1110 Wien, Austria",+43 1 7490999,N/A,4.2,78,48.1728523,16.4132242,Auto repair shop,Closed ⋅ Opens 8 AM Mon,Motorcycle Repair Shop
Triumph Wien Süd,Austria,Vienna,"Laaer-Berg-Straße 66, 1100 Wien, Austria",+43 1 680200,https://triumph-wien-sued.at/de,4.3,38,48.165226,16.3886632,Motorcycle repair shop,Closed ⋅ Opens 9 AM,Motorcycle Repair Shop
KMH car workshop,Austria,Vienna,"Dassanowskyweg 12, 1220 Wien, Austria",+43 1 2596144,http://www.kmh-kfzwerkstatt.at/,4.2,96,48.2659653,16.4621915,Car inspection station,Closed ⋅ Opens 7:30 AM Mon,Motorcycle Repair Shop
Deinbike.at e.U.,Austria,Vienna,"Concorde Business Pk. 1, A2/3B, 2320 Schwechat, Austria",+43 680 1481728,http://www.deinbike.at/,5.0,161,48.137681,16.4958723,Motorcycle repair shop,N/A,Motorcycle Repair Shop
SMKT - KFZ Wien Mitte,Austria,Vienna,"u. Viaduktgasse 12, 1030 Wien, Austria",+43 1 7134680,https://www.firmenabc.at/smkt-kfz-technik-kg_HxcV,4.3,44,48.2062642,16.386703,Motorcycle repair shop,Closed ⋅ Opens 8 AM Mon,Motorcycle Repair Shop
2Rad-Börse Werkstatt,Austria,Vienna,"Ernst-Renz-Gasse 7, 1020 Wien, Austria",+43 1 2148897,http://www.2rad-boerse-wkst.at/,4.4,426,48.2175631,16.387894,Motorcycle repair shop,Closed ⋅ Opens 8 AM Mon,Motorcycle Repair Shop
Motorrad Center,Austria,Vienna,"Hermann-Gebauer-Straße 26, 1220 Wien, Austria",+43 1 2030233,http://www.motorrad-center.at/,3.8,380,48.2674213,16.475318299999998,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
Huber Ernst Kfz- Fachbetrieb GmbH,Austria,Vienna,"Canavesegasse 30, 1230 Wien, Austria",+43 1 86913140,http://motorrad-reparatur.at/,4.6,36,48.1445865,16.2928021,Auto repair shop,Closed ⋅ Opens 8:15 AM Mon,Motorcycle Repair Shop
DieWerkstatt – Ihre KFZ-Werkstatt für Reparatur und Service,Austria,Vienna,"Hofherr-Schrantz-Gasse 4, 1210 Wien, Austria",+43 1 2700300,http://www.diewerkstatt.cc/,4.5,148,48.2849365,16.3719198,Motorcycle repair shop,Closed ⋅ Opens 7 AM Mon,Motorcycle Repair Shop
FADU Bike & E-Mobility by ABG Transport,Austria,Vienna,"Weyringergasse 37, 1040 Wien, Austria",+43 1 5050686,https://fadu-bike.at/,4.9,235,48.1880979,16.3741551,Bicycle Shop,Closed ⋅ Opens 10 AM,Motorcycle Repair Shop
bikely,Austria,Vienna,"Gablenzg. 17, 1150 Wien, Austria",+43 650 3037566,http://www.bikelyshop.at/,4.6,72,48.2043052,16.3308531,Bicycle Shop,Closed ⋅ Opens 11 AM Mon,Motorcycle Repair Shop
Moto Service,Austria,Graz,"Kärntner Str. 355/b, 8054 Graz, Austria",+43 664 7954816,https://www.facebook.com/motoservicegraz/,4.8,50,47.0277467,15.4031853,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
Motorradklinik GmbH - Graz,Austria,Graz,"Triesterstraße 391, 8055 Graz, Austria",+43 316 243330,http://www.motorradklinik.at/,4.1,142,47.0251301,15.4365913,Motorcycle repair shop,Closed ⋅ Opens 8 AM Mon,Motorcycle Repair Shop
GTS-Worx,Austria,Graz,"Triesterstraße 453, 8055 Graz, Austria",+43 660 7172776,https://www.gts-worx.com/,5.0,30,47.020905,15.438031,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
Börni Vespa Repair Shop - Graz,Austria,Graz,"Harter Str. 5, 8053 Graz, Austria",+43 316 576352,https://boerni.cc/,5.0,73,47.0532229,15.4150891,Motorcycle repair shop,Closed ⋅ Opens 8 AM Mon,Motorcycle Repair Shop
Euro Motors Graz,Austria,Graz,"Harter Str. 70, 8053 Graz, Austria",+43 316 263106,http://www.euromotorsgraz.at/,4.5,446,47.0510819,15.4124294,Motorcycle repair shop,Closed ⋅ Opens 8 AM Mon,Motorcycle Repair Shop
KFZ-Fischer Fachwerkstätte,Austria,Graz,"Harter Str. 108, 8053 Graz, Austria",+43 316 263880,http://www.kfz-fischer.at/,4.7,722,47.0458296,15.4069119,Car repair and maintenance service,Closed ⋅ Opens 7:30 AM Mon,Motorcycle Repair Shop
Louis Graz - Motorradbekleidung und Motorradzubehör,Austria,Graz,"Triesterstraße 391, 8055 Graz, Austria",+43 316 296179,https://www.louis.at/de-at/filialen/louis-graz,4.4,2503,47.025177,15.435743,Motorcycle parts store,Closed ⋅ Opens 9 AM,Motorcycle Repair Shop
Liri Zweiradwerkstatt,Austria,Graz,"Triesterstraße 395, 8401 Feldkirchen bei Graz, Austria",+43 664 5250158,http://www.liri.at/,4.9,182,46.9761584,15.4706154,Car repair and maintenance service,Closed ⋅ Opens 8:30 AM Mon,Motorcycle Repair Shop
Motorbiene Umbau von Mopeds zu E-Bikes,Austria,Graz,"Gallmeyergasse 29, 8052 Graz, Austria",N/A,https://www.motorbiene.at/,5.0,2,47.0600482,15.3994578,Motorcycle repair shop,N/A,Motorcycle Repair Shop
Clocktower Harley-Davidson Graz,Austria,Graz,"Kärntner Str. 173, 8053 Graz, Austria",+43 316 258173,https://www.hdgraz.at/,4.6,1397,47.0445859,15.414841699999998,Motorcycle repair shop,Closed ⋅ Opens 10 AM,Motorcycle Repair Shop
Baumschlager Zweirad,Austria,Graz,"Grazer Str. 31, 8071 Hausmannstätten, Austria",+43 3135 47416,https://www.baumschlager.at/,4.0,145,46.9940505,15.502686,Motorcycle dealer,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
